,tbl_no,indicator,survey_id,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up,geog_type,area_name,area_type,district_code,district_name,province_name
2789,tbl_05,Gender_Age_Group_Population,Census2017,Male,20219,529,3491,7008,10041,9594,3459,4861,8779,9951,8573,9459,992,642,geog_1,Mashkhel Sub-Tehsil,Rural,110,Washuk,Balochistan
2790,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nag Sub-Tehsil,Urban,110,Washuk,Balochistan
2791,tbl_05,Gender_Age_Group_Population,Census2017,Male,21513,1407,5921,10754,14128,10387,2582,3868,6706,7472,6356,6797,506,315,geog_1,Besima Sub-Tehsil,Rural,110,Washuk,Balochistan
2792,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Shahgori Sub-Tehsil,Urban,110,Washuk,Balochistan
2793,tbl_05,Gender_Age_Group_Population,Census2017,Male,11407,663,3015,5037,6714,5219,1730,2425,4036,4558,3788,4241,502,345,geog_1,Washuk Sub-Tehsil,Urban,110,Washuk,Balochistan
2794,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mashkhel Sub-Tehsil,Urban,110,Washuk,Balochistan
2795,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nag Sub-Tehsil,Urban,110,Washuk,Balochistan
2796,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Besima Sub-Tehsil,Urban,110,Washuk,Balochistan
2797,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Besima Sub-Tehsil,Rural,110,Washuk,Balochistan
2798,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Shahgori Sub-Tehsil,Rural,110,Washuk,Balochistan
2799,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Shahgori Sub-Tehsil,Urban,110,Washuk,Balochistan
2800,tbl_05,Gender_Age_Group_Population,Census2017,Female,12634,325,1783,3790,5859,5989,2229,3136,5571,6504,5376,6189,884,587,geog_1,Pasni Tehsil,Rural,111,Gawadar,Balochistan
2801,tbl_05,Gender_Age_Group_Population,Census2017,Female,4083,107,593,1189,1773,1848,755,1112,1921,2247,1892,2133,259,150,geog_1,Jiwani Tehsil,Rural,111,Gawadar,Balochistan
2802,tbl_05,Gender_Age_Group_Population,Census2017,Female,3731,61,499,1117,1653,1546,465,756,1615,1956,1696,1973,294,195,geog_1,Ormara Tehsil,Rural,111,Gawadar,Balochistan
2803,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Suntser Sub-Tehsil,Urban,111,Gawadar,Balochistan
2804,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Suntser Sub-Tehsil,Urban,111,Gawadar,Balochistan
2805,tbl_05,Gender_Age_Group_Population,Census2017,Male,24823,523,3266,7079,10784,11939,4978,6820,12111,13739,11770,12983,1286,857,geog_1,Gwadar Tehsil,Rural,111,Gawadar,Balochistan
2806,tbl_05,Gender_Age_Group_Population,Census2017,Male,4150,68,473,1129,1710,1875,714,1002,1913,2298,2013,2314,319,218,geog_1,Ormara Tehsil,Rural,111,Gawadar,Balochistan
2807,tbl_05,Gender_Age_Group_Population,Census2017,Male,9511,192,1314,2607,4048,4526,2042,2765,4747,5415,4550,5001,487,298,geog_1,Jiwani Tehsil,Urban,111,Gawadar,Balochistan
2808,tbl_05,Gender_Age_Group_Population,Census2017,Male,10001,182,1150,2316,3696,4282,1898,2890,5473,6270,5646,5979,354,197,geog_1,Ormara Tehsil,Urban,111,Gawadar,Balochistan
2809,tbl_05,Gender_Age_Group_Population,Census2017,Male,18404,417,2201,4510,7012,7882,3490,5154,9884,11267,9716,10575,932,544,geog_1,Pasni Tehsil,Urban,111,Gawadar,Balochistan
2810,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,7,0,0,0,0,3,3,5,5,7,6,7,1,0,geog_1,Gwadar Tehsil,Urban,111,Gawadar,Balochistan
2811,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Suntser Sub-Tehsil,Urban,111,Gawadar,Balochistan
2812,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ormara Tehsil,Rural,111,Gawadar,Balochistan
2813,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Jiwani Tehsil,Rural,111,Gawadar,Balochistan
2814,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Suntser Sub-Tehsil,Rural,111,Gawadar,Balochistan
2815,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,1,1,1,1,1,1,1,0,0,geog_1,Pasni Tehsil,Rural,111,Gawadar,Balochistan
2816,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,0,3,4,4,4,0,0,geog_1,Pasni Tehsil,Urban,111,Gawadar,Balochistan
2817,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,1,1,1,1,1,0,0,geog_1,Gwadar Tehsil,Rural,111,Gawadar,Balochistan
2818,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,0,3,3,3,4,1,1,geog_1,Jiwani Tehsil,Urban,111,Gawadar,Balochistan
2819,tbl_05,Gender_Age_Group_Population,Census2017,Female,16149,362,1963,4056,6291,7271,3290,4916,8411,9616,8203,9088,962,589,geog_1,Pasni Tehsil,Urban,111,Gawadar,Balochistan
2820,tbl_05,Gender_Age_Group_Population,Census2017,Female,7752,159,1019,2174,3343,3509,1372,2059,3789,4368,3765,4121,379,228,geog_1,Ormara Tehsil,Urban,111,Gawadar,Balochistan
2821,tbl_05,Gender_Age_Group_Population,Census2017,Female,5055,146,806,1642,2402,2376,898,1268,2280,2586,2142,2412,288,185,geog_1,Suntser Sub-Tehsil,Rural,111,Gawadar,Balochistan
2822,tbl_05,Gender_Age_Group_Population,Census2017,Female,40293,1039,5587,11675,17471,19554,8568,12285,20220,22687,19486,20970,1638,1033,geog_1,Gwadar Tehsil,Urban,111,Gawadar,Balochistan
2823,tbl_05,Gender_Age_Group_Population,Census2017,Female,8753,163,1140,2324,3575,4159,1919,2731,4520,5128,4353,4722,411,245,geog_1,Jiwani Tehsil,Urban,111,Gawadar,Balochistan
2824,tbl_05,Gender_Age_Group_Population,Census2017,Female,22670,527,3141,6719,10031,10692,4332,6265,10937,12411,10451,11605,1227,758,geog_1,Gwadar Tehsil,Rural,111,Gawadar,Balochistan
2825,tbl_05,Gender_Age_Group_Population,Census2017,Male,49901,1169,6354,13038,19757,23197,10890,15359,26830,29989,26150,27980,2041,1251,geog_1,Gwadar Tehsil,Urban,111,Gawadar,Balochistan
2826,tbl_05,Gender_Age_Group_Population,Census2017,Male,4340,111,675,1298,1899,1980,836,1124,1987,2333,1970,2258,307,188,geog_1,Jiwani Tehsil,Rural,111,Gawadar,Balochistan
2827,tbl_05,Gender_Age_Group_Population,Census2017,Male,14155,321,1778,3889,6044,6678,2753,3805,6697,7772,6506,7437,992,680,geog_1,Pasni Tehsil,Rural,111,Gawadar,Balochistan
2828,tbl_05,Gender_Age_Group_Population,Census2017,Male,5831,166,956,1932,2786,2806,1132,1484,2647,2955,2429,2770,353,246,geog_1,Suntser Sub-Tehsil,Rural,111,Gawadar,Balochistan
2829,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ormara Tehsil,Urban,111,Gawadar,Balochistan
2830,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mand Sub-Tehsil,Urban,112,Kech,Balochistan
2831,tbl_05,Gender_Age_Group_Population,Census2017,Female,22751,496,3006,6558,10709,12063,4964,6421,10422,11985,9969,10913,1043,661,geog_1,Tump Sub-Tehsil,Urban,112,Kech,Balochistan
2832,tbl_05,Gender_Age_Group_Population,Census2017,Female,23835,499,3469,7114,11029,11872,4954,6953,11364,12872,10935,11786,927,576,geog_1,Mand Sub-Tehsil,Rural,112,Kech,Balochistan
2833,tbl_05,Gender_Age_Group_Population,Census2017,Female,35459,1100,5275,11127,17769,18170,6728,9366,16139,18033,14929,15966,1167,709,geog_1,Dasht Sub-Tehsil,Rural,112,Kech,Balochistan
2834,tbl_05,Gender_Age_Group_Population,Census2017,Female,95086,1777,12661,26809,42163,46934,19813,27634,47505,53158,45203,48356,3507,2146,geog_1,Kech (Turbat) Tehsil,Urban,112,Kech,Balochistan
2835,tbl_05,Gender_Age_Group_Population,Census2017,Female,43829,786,4468,10721,20244,24721,10341,13121,21706,24252,19851,20957,1235,729,geog_1,Tump Sub-Tehsil,Rural,112,Kech,Balochistan
2836,tbl_05,Gender_Age_Group_Population,Census2017,Female,21370,449,2946,7051,11718,11777,3686,4744,8995,9868,7856,8475,661,465,geog_1,Zamoran Sub-Tehsil,Rural,112,Kech,Balochistan
2837,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Zamoran Sub-Tehsil,Urban,112,Kech,Balochistan
2838,tbl_05,Gender_Age_Group_Population,Census2017,Male,118713,2320,16292,35861,58125,63662,25341,33153,54016,61157,50170,54373,4716,2943,geog_1,Kech (Turbat) Tehsil,Urban,112,Kech,Balochistan
2839,tbl_05,Gender_Age_Group_Population,Census2017,Male,20624,502,2470,5366,9406,11226,4900,6392,9851,11191,9151,10021,958,637,geog_1,Bulaida Sub-Tehsil,Rural,112,Kech,Balochistan
2840,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Dasht Sub-Tehsil,Urban,112,Kech,Balochistan
2841,tbl_05,Gender_Age_Group_Population,Census2017,Male,41008,1376,6401,13682,21770,22026,7966,10502,17339,19526,15637,17094,1607,1021,geog_1,Dasht Sub-Tehsil,Rural,112,Kech,Balochistan
2842,tbl_05,Gender_Age_Group_Population,Census2017,Male,27158,678,4280,8461,12883,13881,6045,8127,12661,14317,11950,12989,1159,725,geog_1,Mand Sub-Tehsil,Rural,112,Kech,Balochistan
2843,tbl_05,Gender_Age_Group_Population,Census2017,Male,21248,290,2067,4850,9300,11509,5141,6579,10919,12253,9904,10692,972,560,geog_1,Bulaida Sub-Tehsil,Urban,112,Kech,Balochistan
2844,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hoshab Sub-Tehsil,Urban,112,Kech,Balochistan
2845,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Balnigore Sub-Tehsil,Urban,112,Kech,Balochistan
2846,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Zamoran Sub-Tehsil,Urban,112,Kech,Balochistan
2847,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Balnigore Sub-Tehsil,Rural,112,Kech,Balochistan
2848,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,26,0,0,0,0,6,6,11,20,23,20,24,5,3,geog_1,Kech (Turbat) Tehsil,Rural,112,Kech,Balochistan
2849,tbl_05,Gender_Age_Group_Population,Census2017,Female,16673,350,1956,4425,7494,8590,3465,4743,7987,9099,7634,8333,762,493,geog_1,Bulaida Sub-Tehsil,Rural,112,Kech,Balochistan
2850,tbl_05,Gender_Age_Group_Population,Census2017,Female,21373,516,2891,6284,10253,11037,4296,5786,9769,11073,9073,10004,1028,668,geog_1,Balnigore Sub-Tehsil,Rural,112,Kech,Balochistan
2851,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Dasht Sub-Tehsil,Urban,112,Kech,Balochistan
2852,tbl_05,Gender_Age_Group_Population,Census2017,Female,92685,1744,11331,25877,41885,46649,18379,25624,45458,50946,43365,46449,3415,2138,geog_1,Kech (Turbat) Tehsil,Rural,112,Kech,Balochistan
2853,tbl_05,Gender_Age_Group_Population,Census2017,Female,18592,274,1992,4785,8427,9809,3928,5268,9336,10288,8683,9269,652,431,geog_1,Bulaida Sub-Tehsil,Urban,112,Kech,Balochistan
2854,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hoshab Sub-Tehsil,Urban,112,Kech,Balochistan
2855,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Zamoran Sub-Tehsil,Urban,112,Kech,Balochistan
2856,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Balnigore Sub-Tehsil,Urban,112,Kech,Balochistan
2857,tbl_05,Gender_Age_Group_Population,Census2017,Female,22549,326,2676,6372,10434,11299,4104,5715,10703,12138,10362,11137,865,540,geog_1,Hoshab Sub-Tehsil,Rural,112,Kech,Balochistan
2858,tbl_05,Gender_Age_Group_Population,Census2017,Male,23222,498,2898,6524,11054,12568,5124,6601,10598,12050,9745,10838,1231,830,geog_1,Balnigore Sub-Tehsil,Rural,112,Kech,Balochistan
2859,tbl_05,Gender_Age_Group_Population,Census2017,Male,25590,467,2966,7386,12510,14518,5655,7160,11032,12882,10324,11559,1450,879,geog_1,Tump Sub-Tehsil,Urban,112,Kech,Balochistan
2860,tbl_05,Gender_Age_Group_Population,Census2017,Male,53822,979,5745,13811,25952,32689,14517,17574,25122,28757,22492,24163,2016,1148,geog_1,Tump Sub-Tehsil,Rural,112,Kech,Balochistan
2861,tbl_05,Gender_Age_Group_Population,Census2017,Male,30389,446,3491,8531,14942,16883,6440,8113,13524,15489,12519,13809,1501,966,geog_1,Hoshab Sub-Tehsil,Rural,112,Kech,Balochistan
2862,tbl_05,Gender_Age_Group_Population,Census2017,Male,110066,2012,13475,30996,51446,58113,23153,30529,51833,58702,48856,52937,4637,2929,geog_1,Kech (Turbat) Tehsil,Rural,112,Kech,Balochistan
2863,tbl_05,Gender_Age_Group_Population,Census2017,Male,21038,492,3031,7074,11764,11496,3443,4329,8223,9456,7546,8245,771,498,geog_1,Zamoran Sub-Tehsil,Rural,112,Kech,Balochistan
2864,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Balnigore Sub-Tehsil,Urban,112,Kech,Balochistan
2865,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hoshab Sub-Tehsil,Urban,112,Kech,Balochistan
2866,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mand Sub-Tehsil,Urban,112,Kech,Balochistan
2867,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,1,1,2,3,3,2,2,0,0,geog_1,Zamoran Sub-Tehsil,Rural,112,Kech,Balochistan
2868,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,0,0,1,3,4,4,5,1,1,geog_1,Bulaida Sub-Tehsil,Rural,112,Kech,Balochistan
2869,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,32,0,0,0,1,7,7,12,27,32,28,28,0,0,geog_1,Kech (Turbat) Tehsil,Urban,112,Kech,Balochistan
2870,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mand Sub-Tehsil,Urban,112,Kech,Balochistan
2871,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,14,0,0,0,0,7,7,8,11,13,10,12,3,1,geog_1,Tump Sub-Tehsil,Rural,112,Kech,Balochistan
2872,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,1,3,3,4,5,5,4,5,1,1,geog_1,Bulaida Sub-Tehsil,Urban,112,Kech,Balochistan
2873,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Dasht Sub-Tehsil,Urban,112,Kech,Balochistan
2874,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,1,1,2,2,2,1,1,0,0,geog_1,Mand Sub-Tehsil,Rural,112,Kech,Balochistan
2875,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,1,1,2,1,1,geog_1,Tump Sub-Tehsil,Urban,112,Kech,Balochistan
2876,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,1,2,2,3,3,3,2,2,0,0,geog_1,Dasht Sub-Tehsil,Rural,112,Kech,Balochistan
2877,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,9,0,0,0,0,2,2,2,7,7,6,8,2,2,geog_1,Hoshab Sub-Tehsil,Rural,112,Kech,Balochistan
2878,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gichk Sub-Tehsil,Urban,113,Panjgur,Balochistan
2879,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gowargo Tehsil,Urban,113,Panjgur,Balochistan
2880,tbl_05,Gender_Age_Group_Population,Census2017,Female,7905,307,1712,3036,4196,3871,1523,2053,3298,3691,3222,3469,281,154,geog_1,Gowargo Tehsil,Rural,113,Panjgur,Balochistan
2881,tbl_05,Gender_Age_Group_Population,Census2017,Female,10551,608,2845,4987,6496,4816,1359,1975,3708,4104,3498,3706,243,145,geog_1,Parome Tehsil,Rural,113,Panjgur,Balochistan
2882,tbl_05,Gender_Age_Group_Population,Census2017,Female,7676,51,591,1559,2869,4034,1974,2590,4323,4927,4271,4441,206,98,geog_1,Gichk Sub-Tehsil,Rural,113,Panjgur,Balochistan
2883,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Parome Tehsil,Urban,113,Panjgur,Balochistan
2884,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gichk Sub-Tehsil,Urban,113,Panjgur,Balochistan
2885,tbl_05,Gender_Age_Group_Population,Census2017,Male,42867,1682,8784,17116,19903,22920,7808,10439,16296,18184,14554,15670,1222,787,geog_1,Panjgur Tehsil,Urban,113,Panjgur,Balochistan
2886,tbl_05,Gender_Age_Group_Population,Census2017,Male,93460,4053,19019,38253,47921,51261,16107,20865,33552,37649,29618,31942,2602,1638,geog_1,Panjgur Tehsil,Rural,113,Panjgur,Balochistan
2887,tbl_05,Gender_Age_Group_Population,Census2017,Male,8967,74,699,1818,3403,4843,2431,3212,4781,5580,4660,5085,514,276,geog_1,Gichk Sub-Tehsil,Rural,113,Panjgur,Balochistan
2888,tbl_05,Gender_Age_Group_Population,Census2017,Male,12661,693,3459,6188,8413,6261,1590,2174,3795,4317,3394,3698,346,214,geog_1,Parome Tehsil,Rural,113,Panjgur,Balochistan
2889,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gowargo Tehsil,Urban,113,Panjgur,Balochistan
2890,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gichk Sub-Tehsil,Urban,113,Panjgur,Balochistan
2891,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,13,0,0,0,44931,1,1,5,12,13,13,13,0,0,geog_1,Panjgur Tehsil,Rural,113,Panjgur,Balochistan
2892,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gowargo Tehsil,Urban,113,Panjgur,Balochistan
2893,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,2,2,3,3,3,3,3,0,0,geog_1,Gichk Sub-Tehsil,Rural,113,Panjgur,Balochistan
2894,tbl_05,Gender_Age_Group_Population,Census2017,Female,85279,3521,16622,32467,0,44697,15393,21013,34484,38126,31634,33532,2146,1227,geog_1,Panjgur Tehsil,Rural,113,Panjgur,Balochistan
2895,tbl_05,Gender_Age_Group_Population,Census2017,Female,37541,1247,6865,13630,0,19595,7481,10351,16167,17850,14841,15864,1162,712,geog_1,Panjgur Tehsil,Urban,113,Panjgur,Balochistan
2896,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Parome Tehsil,Urban,113,Panjgur,Balochistan
2897,tbl_05,Gender_Age_Group_Population,Census2017,Male,8424,295,1739,3250,4840,4416,1517,1998,3154,3562,2915,3230,331,224,geog_1,Gowargo Tehsil,Rural,113,Panjgur,Balochistan
2898,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,1,1,1,3,3,3,3,0,0,geog_1,Panjgur Tehsil,Urban,113,Panjgur,Balochistan
2899,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gowargo Tehsil,Rural,113,Panjgur,Balochistan
2900,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,0,0,0,2,2,2,3,1,1,geog_1,Parome Tehsil,Rural,113,Panjgur,Balochistan
2901,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Parome Tehsil,Urban,113,Panjgur,Balochistan
2902,tbl_05,Gender_Age_Group_Population,Census2017,Female,53439,1449,10224,20051,27289,24079,7875,11518,21934,25260,21863,24358,2676,1751,geog_1,Usta Muhammad Tehsil,Rural,114,Jafarabad,Balochistan
2903,tbl_05,Gender_Age_Group_Population,Census2017,Female,36650,818,6424,13126,18183,16775,5640,8248,15627,17910,15496,17167,1796,1181,geog_1,Gandhaka Tehsil,Rural,114,Jafarabad,Balochistan
2904,tbl_05,Gender_Age_Group_Population,Census2017,Female,37881,854,6272,12671,17855,17283,6512,9457,17214,19637,16786,18530,1842,1201,geog_1,Usta Muhammad Tehsil,Urban,114,Jafarabad,Balochistan
2905,tbl_05,Gender_Age_Group_Population,Census2017,Female,83749,2554,16792,32860,43508,38082,12710,18515,34171,39190,34237,37622,3694,2395,geog_1,Jhat Pat Tehsil,Rural,114,Jafarabad,Balochistan
2906,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gandhaka Tehsil,Urban,114,Jafarabad,Balochistan
2907,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,0,0,2,5,7,5,8,3,1,geog_1,Jhat Pat Tehsil,Urban,114,Jafarabad,Balochistan
2908,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,1,1,1,1,1,1,0,0,0,0,geog_1,Usta Muhammad Tehsil,Rural,114,Jafarabad,Balochistan
2909,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gandhaka Tehsil,Urban,114,Jafarabad,Balochistan
2910,tbl_05,Gender_Age_Group_Population,Census2017,Female,39328,980,7078,13851,19232,18200,6846,9949,17371,19793,17041,18647,1713,1103,geog_1,Jhat Pat Tehsil,Urban,114,Jafarabad,Balochistan
2911,tbl_05,Gender_Age_Group_Population,Census2017,Male,38872,875,6197,13108,19049,19086,7117,9792,17581,19858,16813,18117,1392,848,geog_1,Usta Muhammad Tehsil,Urban,114,Jafarabad,Balochistan
2912,tbl_05,Gender_Age_Group_Population,Census2017,Male,55791,1397,9725,20928,29581,27889,9215,12613,22766,25983,21875,23954,2247,1409,geog_1,Usta Muhammad Tehsil,Rural,114,Jafarabad,Balochistan
2913,tbl_05,Gender_Age_Group_Population,Census2017,Male,88378,2665,17153,35712,48890,43639,13487,18816,34026,38804,33047,36323,3474,2269,geog_1,Jhat Pat Tehsil,Rural,114,Jafarabad,Balochistan
2914,tbl_05,Gender_Age_Group_Population,Census2017,Male,41622,1032,7423,15273,21469,20662,7558,10405,17796,20223,16898,18253,1456,872,geog_1,Jhat Pat Tehsil,Urban,114,Jafarabad,Balochistan
2915,tbl_05,Gender_Age_Group_Population,Census2017,Male,38209,913,6710,14125,20158,18874,6183,8578,15619,17847,15236,16646,1521,961,geog_1,Gandhaka Tehsil,Rural,114,Jafarabad,Balochistan
2916,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,22,0,0,0,0,1,1,7,19,19,19,22,3,3,geog_1,Gandhaka Tehsil,Rural,114,Jafarabad,Balochistan
2917,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gandhaka Tehsil,Urban,114,Jafarabad,Balochistan
2918,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,22,0,0,0,0,7,7,11,16,20,15,20,5,2,geog_1,Jhat Pat Tehsil,Rural,114,Jafarabad,Balochistan
2919,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Usta Muhammad Tehsil,Urban,114,Jafarabad,Balochistan
2920,tbl_05,Gender_Age_Group_Population,Census2017,Female,3856,79,575,1200,1777,1877,773,1051,1816,2077,1743,1895,172,100,geog_1,Gandawa Tehsil,Urban,115,Jhal Magsi,Balochistan
2921,tbl_05,Gender_Age_Group_Population,Census2017,Female,21041,647,4008,7696,10387,9419,3416,5049,8992,10359,9011,9975,1081,671,geog_1,Gandawa Tehsil,Rural,115,Jhal Magsi,Balochistan
2922,tbl_05,Gender_Age_Group_Population,Census2017,Male,3958,70,564,1241,1890,2012,794,1116,1838,2071,1729,1874,151,105,geog_1,Gandawa Tehsil,Urban,115,Jhal Magsi,Balochistan
2923,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mirpur Sub-Tehsil,Urban,115,Jhal Magsi,Balochistan
2924,tbl_05,Gender_Age_Group_Population,Census2017,Male,22324,619,4024,8402,11738,10928,3667,5145,9013,10389,8830,9757,1022,650,geog_1,Gandawa Tehsil,Rural,115,Jhal Magsi,Balochistan
2925,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mirpur Sub-Tehsil,Urban,115,Jhal Magsi,Balochistan
2926,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gandawa Tehsil,Rural,115,Jhal Magsi,Balochistan
2927,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Mirpur Sub-Tehsil,Urban,115,Jhal Magsi,Balochistan
